name,gender,ratio,females,males,total
Genea,F,100,53,0,53
Geordan,M,91,5,48,53
Giani,M,55,24,29,53
Gilford,M,100,0,53,53
Gregery,M,100,0,53,53
Gregoria,F,100,53,0,53
Hyacinth,F,100,53,0,53
Ilyanna,F,100,53,0,53
Imara,F,100,53,0,53
Inell,F,100,53,0,53
Isys,F,100,53,0,53
Ivee,F,100,53,0,53
Ivor,M,100,0,53,53
Jakarri,M,100,0,53,53
Jalecia,F,100,53,0,53
Jayani,F,100,53,0,53
Jeilyn,F,100,53,0,53
Jeovany,M,100,0,53,53
Jericka,F,100,53,0,53
Jermichael,M,100,0,53,53
Jessia,F,100,53,0,53
Jewelz,F,70,37,16,53
Jisel,F,100,53,0,53
Joanthan,M,100,0,53,53
Johnanthony,M,100,0,53,53
Johnluke,M,100,0,53,53
Juleen,F,100,53,0,53
Kadiatou,F,100,53,0,53
Kahealani,F,100,53,0,53
Kaige,M,100,0,53,53
Kamaree,M,60,21,32,53
Kassius,M,100,0,53,53
Kelvon,M,100,0,53,53
Keria,F,100,53,0,53
Keyasia,F,100,53,0,53
Kimara,F,100,53,0,53
Kort,M,100,0,53,53
Kristyne,F,100,53,0,53
Krizia,F,100,53,0,53
Kylor,M,100,0,53,53
Kynslie,F,100,53,0,53
Lakeith,M,100,0,53,53
Lando,M,100,0,53,53
Laretta,F,100,53,0,53
Latorya,F,100,53,0,53
Laurena,F,100,53,0,53
Lenee,F,100,53,0,53
Lennix,M,64,19,34,53
Lizmarie,F,100,53,0,53
Lorianna,F,100,53,0,53
Macoy,M,100,0,53,53
Madhav,M,100,0,53,53
Makaylin,F,100,53,0,53
Maks,M,100,0,53,53
Mart,M,100,0,53,53
Meron,F,100,53,0,53
Michaiah,F,83,44,9,53
Michiko,F,100,53,0,53
Missael,M,100,0,53,53
Murl,M,100,0,53,53
Myrtice,F,100,53,0,53
Nani,F,100,53,0,53
Naylani,F,100,53,0,53
Noni,F,100,53,0,53
Oluwadamilola,F,72,38,15,53
Orli,F,100,53,0,53
Palmira,F,100,53,0,53
Panagiota,F,100,53,0,53
Pavan,M,100,0,53,53
Perian,F,100,53,0,53
Perrion,M,100,0,53,53
Philbert,M,100,0,53,53
Pranay,M,100,0,53,53
Prem,M,100,0,53,53
Quamaine,M,100,0,53,53
Quindarius,M,100,0,53,53
Raiza,F,100,53,0,53
Ramiah,F,100,53,0,53
Rickia,F,100,53,0,53
Rithika,F,100,53,0,53
Ruba,F,100,53,0,53
Sabrine,F,100,53,0,53
Sadye,F,100,53,0,53
Seann,M,100,0,53,53
Sesar,M,100,0,53,53
Sharissa,F,100,53,0,53
Shelbee,F,100,53,0,53
Shellia,F,100,53,0,53
Sherif,M,100,0,53,53
Sherria,F,100,53,0,53
Siddhartha,M,100,0,53,53
Simmie,M,81,10,43,53
Stephano,M,100,0,53,53
Suann,F,100,53,0,53
Suhaib,M,100,0,53,53
Syerra,F,100,53,0,53
Syon,M,100,0,53,53
Syretta,F,100,53,0,53
Tahari,F,66,35,18,53
Tandi,F,100,53,0,53
Tashauna,F,100,53,0,53
Taysia,F,100,53,0,53
Terrian,M,100,0,53,53
Terriann,F,100,53,0,53
Terrianna,F,100,53,0,53
Thelonious,M,100,0,53,53
Tiahna,F,100,53,0,53
Travelle,M,100,0,53,53
Trigg,M,100,0,53,53
Trisa,F,100,53,0,53
Tylie,F,100,53,0,53
Unity,F,100,53,0,53
Vraj,M,100,0,53,53
Wendelyn,F,100,53,0,53
Zackaria,M,100,0,53,53
Zanna,F,100,53,0,53
Zephan,M,100,0,53,53
Adithi,F,100,52,0,52
Advait,M,100,0,52,52
Ahad,M,100,0,52,52
Akbar,M,100,0,52,52
Akiya,F,100,52,0,52
Akshita,F,100,52,0,52
Alexxus,F,100,52,0,52
Alonte,M,88,6,46,52
Alysen,F,100,52,0,52
Amye,F,100,52,0,52
Analilia,F,100,52,0,52
Andrik,M,100,0,52,52
Anjeanette,F,100,52,0,52
Anni,F,100,52,0,52
Antwine,M,100,0,52,52
Ariany,F,100,52,0,52
Armandina,F,100,52,0,52
Ashar,M,100,0,52,52
Ashford,M,100,0,52,52
Audi,F,54,28,24,52
Avanti,F,90,47,5,52
Avrum,M,100,0,52,52
Bader,M,100,0,52,52
Baldwin,M,100,0,52,52
Bre,F,100,52,0,52
Breianna,F,100,52,0,52
Brek,M,100,0,52,52
Brigett,F,100,52,0,52
Bryley,F,90,47,5,52
Bunnie,F,100,52,0,52
Caelum,M,100,0,52,52
Cala,F,100,52,0,52
Calab,M,100,0,52,52
Camrie,F,100,52,0,52
Carder,M,100,0,52,52
Carine,F,100,52,0,52
Chalice,F,100,52,0,52
Charbel,M,100,0,52,52
Cherrell,F,100,52,0,52
Copper,M,71,15,37,52
Cynitha,F,100,52,0,52
Dalaney,F,100,52,0,52
Dametrius,M,100,0,52,52
Daphane,F,100,52,0,52
Daphanie,F,100,52,0,52
Dawanna,F,100,52,0,52
Deaja,F,100,52,0,52
Deisi,F,100,52,0,52
Desma,F,100,52,0,52
Devonn,M,88,6,46,52
Dexton,M,100,0,52,52
Diallo,M,100,0,52,52
Dickson,M,100,0,52,52
Dmitriy,M,100,0,52,52
Doc,M,100,0,52,52
Einar,M,100,0,52,52
Eldin,M,100,0,52,52
Ellieana,F,100,52,0,52
Emitt,M,100,0,52,52
Ericia,F,100,52,0,52
Erionna,F,100,52,0,52
Esma,F,100,52,0,52
Euan,M,100,0,52,52
Ezmeralda,F,100,52,0,52
Favor,F,90,47,5,52
Fredie,M,100,0,52,52
Gaile,F,100,52,0,52
Gerianne,F,100,52,0,52
Gillermo,M,100,0,52,52
Grason,M,100,0,52,52
Griffyn,M,88,6,46,52
Havanna,F,100,52,0,52
Hays,M,100,0,52,52
Ilhan,F,73,38,14,52
Jadira,F,100,52,0,52
Jaelynne,F,100,52,0,52
Jahnavi,F,100,52,0,52
Jakori,M,100,0,52,52
Janeli,F,100,52,0,52
Jasani,F,65,34,18,52
Jassiel,M,100,0,52,52
Jeena,F,100,52,0,52
Jema,F,100,52,0,52
Jessamine,F,100,52,0,52
Jewelia,F,100,52,0,52
Ji,F,63,33,19,52
Jil,F,100,52,0,52
Johnita,F,100,52,0,52
Jone,F,100,52,0,52
Josetta,F,100,52,0,52
Joshwa,M,100,0,52,52
Jovannie,M,90,5,47,52
Joylyn,F,100,52,0,52
Judea,F,75,39,13,52
Kaeo,M,100,0,52,52
Kaetlyn,F,100,52,0,52
Kainalu,M,100,0,52,52
Kamdin,M,100,0,52,52
Kanye,M,100,0,52,52
Karlynn,F,100,52,0,52
Katalin,F,100,52,0,52
Katrinia,F,100,52,0,52
Kaylamarie,F,100,52,0,52
Kaylina,F,100,52,0,52
Kayly,F,100,52,0,52
Kearston,F,100,52,0,52
Khiara,F,100,52,0,52
Kier,M,88,6,46,52
Kolston,M,100,0,52,52
Krzysztof,M,100,0,52,52
Kyland,M,100,0,52,52
Lakai,M,88,6,46,52
Laresa,F,100,52,0,52
Latika,F,100,52,0,52
Lezly,F,100,52,0,52
Liann,F,100,52,0,52
Loriana,F,100,52,0,52
Machell,F,100,52,0,52
Macsen,M,100,0,52,52
Madie,F,100,52,0,52
Makeyla,F,100,52,0,52
Maleeya,F,100,52,0,52
Mar,F,60,31,21,52
Maressa,F,100,52,0,52
Maricel,F,100,52,0,52
Marionna,F,100,52,0,52
Masiyah,F,69,36,16,52
Meribeth,F,100,52,0,52
Merinda,F,100,52,0,52
Mirtha,F,100,52,0,52
Mohit,M,100,0,52,52
Montrez,M,100,0,52,52
Muhsin,M,100,0,52,52
Mysha,F,100,52,0,52
Nariya,F,100,52,0,52
Nayelis,F,100,52,0,52
Naylea,F,100,52,0,52
Ndeye,F,100,52,0,52
Neala,F,100,52,0,52
Neyland,M,100,0,52,52
Niva,F,100,52,0,52
Oakland,M,83,9,43,52
Oaklyn,F,83,43,9,52
Ojas,M,100,0,52,52
Onesimo,M,100,0,52,52
Peyson,F,52,27,25,52
Prynce,M,100,0,52,52
Purvis,M,100,0,52,52
Raeghan,F,100,52,0,52
Ralphael,M,100,0,52,52
Ranesha,F,100,52,0,52
Ranita,F,100,52,0,52
Raynee,F,100,52,0,52
Reygan,F,100,52,0,52
Richardson,M,100,0,52,52
Rodric,M,100,0,52,52
Ronie,M,60,21,31,52
Ruddy,M,100,0,52,52
Rylon,M,100,0,52,52
Sabriya,F,100,52,0,52
Salli,F,100,52,0,52
Samayah,F,100,52,0,52
Sandhya,F,100,52,0,52
Sayed,M,100,0,52,52
Scherry,F,100,52,0,52
Seriah,F,100,52,0,52
Shada,F,100,52,0,52
Shaleah,F,100,52,0,52
Shannyn,F,100,52,0,52
Shaquetta,F,100,52,0,52
Sharma,F,100,52,0,52
Sheralyn,F,100,52,0,52
Shronda,F,100,52,0,52
Siedah,F,100,52,0,52
Skilar,F,90,47,5,52
Solveig,F,100,52,0,52
Sriya,F,100,52,0,52
Symantha,F,100,52,0,52
Takota,M,100,0,52,52
Tameria,F,100,52,0,52
Tawney,F,100,52,0,52
Thera,F,100,52,0,52
Tiki,F,100,52,0,52
Tin,M,100,0,52,52
Tomer,M,100,0,52,52
Tramayne,M,100,0,52,52
Treshon,M,100,0,52,52
Trevonte,M,100,0,52,52
Trust,M,67,17,35,52
Urbano,M,100,0,52,52
Valrie,F,100,52,0,52
Vang,M,88,6,46,52
Xion,M,100,0,52,52
Yahye,M,100,0,52,52
Yanessa,F,100,52,0,52
Yari,F,90,47,5,52
Yeriel,M,100,0,52,52
Yug,M,100,0,52,52
Zaelynn,F,100,52,0,52
Zamara,F,100,52,0,52
Zaydan,M,100,0,52,52
Zebediah,M,100,0,52,52
Zoran,M,100,0,52,52
Abagale,F,100,51,0,51
Abir,M,75,13,38,51
Adonna,F,100,51,0,51
Adore,F,100,51,0,51
Adrena,F,100,51,0,51
Aerabella,F,100,51,0,51
Ahmaad,M,100,0,51,51
Aira,F,100,51,0,51
Albertina,F,100,51,0,51
Aleatha,F,100,51,0,51
Aleksey,M,100,0,51,51
Alleah,F,100,51,0,51
Altagracia,F,100,51,0,51
Amadi,F,51,26,25,51
Amran,F,80,41,10,51
Anapaula,F,100,51,0,51
Anthonio,M,100,0,51,51
Artisha,F,100,51,0,51
Ashari,F,100,51,0,51
Ashiya,F,100,51,0,51
Athziry,F,100,51,0,51
Aubreanna,F,100,51,0,51
Audric,M,100,0,51,51
Avagrace,F,100,51,0,51
Ayshia,F,100,51,0,51
Ayven,M,88,6,45,51
Aza,F,88,45,6,51
Bayden,M,100,0,51,51
Beckey,F,100,51,0,51
Bethsaida,F,100,51,0,51
Blu,M,71,15,36,51
Brandye,F,100,51,0,51
Braxston,M,100,0,51,51
Byanka,F,100,51,0,51
Cadin,M,100,0,51,51
Calah,F,100,51,0,51
Calynn,F,100,51,0,51
Can,M,100,0,51,51
Cashius,M,100,0,51,51
Cassandre,F,100,51,0,51
Caycee,F,100,51,0,51
Caydance,F,100,51,0,51
Chiffon,F,100,51,0,51
Chinyere,F,100,51,0,51
Christipher,M,100,0,51,51
Christle,F,100,51,0,51
Colsen,M,100,0,51,51
Cookie,F,100,51,0,51
Crissie,F,100,51,0,51
Daejon,M,100,0,51,51
Demont,M,100,0,51,51
Denym,M,55,23,28,51
Devanie,F,100,51,0,51
Dhruva,M,100,0,51,51
Dimple,F,100,51,0,51
Doniel,M,100,0,51,51
Dray,M,100,0,51,51
Eddison,M,100,0,51,51
Elisabetta,F,100,51,0,51
Frady,F,100,51,0,51
Fredrik,M,100,0,51,51
Garrette,M,100,0,51,51
Gifford,M,100,0,51,51
Glendy,F,100,51,0,51
Glynnis,F,100,51,0,51
Godric,M,100,0,51,51
Grier,F,80,41,10,51
Guilherme,M,100,0,51,51
Guiseppe,M,100,0,51,51
Gyasi,M,100,0,51,51
Haakon,M,100,0,51,51
Haeden,M,80,10,41,51
Haeley,F,100,51,0,51
Ilyse,F,100,51,0,51
Isabellah,F,100,51,0,51
Itai,M,100,0,51,51
Jac,M,100,0,51,51
Jahziel,M,90,5,46,51
Jaise,M,88,6,45,51
Jakara,F,100,51,0,51
Jassiah,M,86,7,44,51
Javiel,M,100,0,51,51
Jeania,F,100,51,0,51
Jeevan,M,100,0,51,51
Jersie,F,100,51,0,51
Jeziel,M,100,0,51,51
Jocilyn,F,100,51,0,51
Josha,M,100,0,51,51
Jossalyn,F,100,51,0,51
Jovonna,F,100,51,0,51
Kaid,M,100,0,51,51
Kamree,F,100,51,0,51
Karder,M,86,7,44,51
Kayleena,F,100,51,0,51
Keiden,M,100,0,51,51
Kemar,M,100,0,51,51
Kennedee,F,100,51,0,51
Kerigan,F,100,51,0,51
Khyle,M,86,7,44,51
Kiele,F,100,51,0,51
Kimble,M,63,19,32,51
Kolette,F,100,51,0,51
Kona,M,61,20,31,51
Kushal,M,100,0,51,51
Kyrese,M,100,0,51,51
Labron,M,100,0,51,51
Laini,F,100,51,0,51
Lakira,F,100,51,0,51
Landa,F,100,51,0,51
Latora,F,100,51,0,51
Laveah,F,100,51,0,51
Lesean,M,100,0,51,51
Letricia,F,100,51,0,51
Lilley,F,100,51,0,51
Lisaann,F,100,51,0,51
Lisanne,F,100,51,0,51
Lonn,M,100,0,51,51
Lorielle,F,100,51,0,51
Ly,F,67,34,17,51
Lynde,F,100,51,0,51
Lyndsy,F,100,51,0,51
Madox,M,100,0,51,51
Mahari,F,61,31,20,51
Mahealani,F,100,51,0,51
Maizey,F,100,51,0,51
Maksymilian,M,100,0,51,51
Malayia,F,100,51,0,51
Maleny,F,100,51,0,51
Mallery,F,100,51,0,51
Manasvi,F,100,51,0,51
Marlise,F,100,51,0,51
Matisse,F,55,28,23,51
Mattix,M,100,0,51,51
Maurene,F,100,51,0,51
Mckade,M,100,0,51,51
Mckaela,F,100,51,0,51
Mckell,F,84,43,8,51
Mckinleigh,F,100,51,0,51
Mehar,F,90,46,5,51
Melrose,F,100,51,0,51
Midge,F,100,51,0,51
Moncia,F,100,51,0,51
Monserat,F,100,51,0,51
Myleah,F,100,51,0,51
Nakeshia,F,100,51,0,51
Naleah,F,100,51,0,51
Necia,F,100,51,0,51
Nikiya,F,100,51,0,51
Norton,M,100,0,51,51
Omaira,F,100,51,0,51
Paitynn,F,100,51,0,51
Parthenia,F,100,51,0,51
Paxon,M,100,0,51,51
Peg,F,100,51,0,51
Percilla,F,100,51,0,51
Purnell,M,100,0,51,51
Quantavious,M,100,0,51,51
Raegyn,F,100,51,0,51
Remedy,F,100,51,0,51
Rheannon,F,100,51,0,51
Ridhi,F,100,51,0,51
Riyad,M,100,0,51,51
Rufina,F,100,51,0,51
Ruthanna,F,100,51,0,51
Sahaj,M,100,0,51,51
Satchel,M,100,0,51,51
Saudia,F,100,51,0,51
Sayda,F,100,51,0,51
Senai,M,55,23,28,51
Seraphine,F,100,51,0,51
Shaheer,M,100,0,51,51
Shalia,F,100,51,0,51
Shaney,F,100,51,0,51
Sharai,F,100,51,0,51
Shawndell,M,80,10,41,51
Shellby,F,100,51,0,51
Sherard,M,100,0,51,51
Shiven,M,100,0,51,51
Shourya,M,100,0,51,51
Skiler,F,55,28,23,51
Sueellen,F,100,51,0,51
Suha,F,100,51,0,51
Suhas,M,100,0,51,51
Suleyma,F,100,51,0,51
Talissa,F,100,51,0,51
Tanyia,F,100,51,0,51
Tarren,M,76,12,39,51
Tarron,M,90,5,46,51
Tayanna,F,100,51,0,51
Terral,M,100,0,51,51
Teyonna,F,100,51,0,51
Toddrick,M,100,0,51,51
Tres,M,100,0,51,51
Tyrae,M,88,6,45,51
Tzirel,F,100,51,0,51
Valisa,F,100,51,0,51
Veera,F,100,51,0,51
Venancio,M,100,0,51,51
Wallis,F,82,42,9,51
Wilburt,M,100,0,51,51
Woodson,M,100,0,51,51
Wynston,M,100,0,51,51
Xitlalli,F,100,51,0,51
Yazeed,M,100,0,51,51
Yazid,M,100,0,51,51
Yusif,M,100,0,51,51
Yvan,M,100,0,51,51
Zabdiel,M,100,0,51,51
Zaiya,F,100,51,0,51
Zakhi,M,100,0,51,51
Zayveon,M,100,0,51,51
Zenovia,F,100,51,0,51
Aashvi,F,100,50,0,50
Adal,M,100,0,50,50
Ainara,F,100,50,0,50
Aisa,F,100,50,0,50
Aissata,F,100,50,0,50
Akua,F,100,50,0,50
Aldrich,M,100,0,50,50
Aleenah,F,100,50,0,50
Alicja,F,100,50,0,50
Allisen,F,100,50,0,50
Altair,F,52,26,24,50
Alyjah,M,74,13,37,50
Amalya,F,100,50,0,50
Amerika,F,100,50,0,50
Anely,F,100,50,0,50
Angelito,M,100,0,50,50
Angenette,F,100,50,0,50
Aprille,F,100,50,0,50
Araina,F,100,50,0,50
Ardyn,F,100,50,0,50
Areana,F,100,50,0,50
Ariahna,F,100,50,0,50
Arienne,F,100,50,0,50
Ashanty,F,100,50,0,50
Atarah,F,100,50,0,50
Audreyanna,F,100,50,0,50
Aviya,F,100,50,0,50
Ayline,F,100,50,0,50
Azusena,F,100,50,0,50
Baley,F,76,38,12,50
Barnaby,M,100,0,50,50
Bentzion,M,100,0,50,50
Blondell,F,100,50,0,50
Brae,F,60,30,20,50
Breeanne,F,100,50,0,50
Breland,M,86,7,43,50
Breslin,M,56,22,28,50
Brighid,F,100,50,0,50
Brigida,F,100,50,0,50
Brynnleigh,F,100,50,0,50
Carliss,F,64,32,18,50
Charna,F,100,50,0,50
Chika,F,100,50,0,50
Chrisann,F,100,50,0,50
Christella,F,100,50,0,50
Colen,M,100,0,50,50
Cosimo,M,100,0,50,50
Crissa,F,100,50,0,50
Damiah,F,100,50,0,50
Dashiel,M,100,0,50,50
Dawnelle,F,100,50,0,50
Dawnn,F,100,50,0,50
Debborah,F,100,50,0,50
Deep,M,100,0,50,50
Deepa,F,100,50,0,50
Derk,M,100,0,50,50
Dewana,F,100,50,0,50
Dewon,M,100,0,50,50
Dez,M,100,0,50,50
Diahann,F,100,50,0,50
Diamon,F,100,50,0,50
Dorean,F,86,43,7,50
Estuardo,M,100,0,50,50
Evangelyn,F,100,50,0,50
Felina,F,100,50,0,50
Fiza,F,100,50,0,50
Galia,F,100,50,0,50
Gerrell,M,100,0,50,50
Gimena,F,100,50,0,50
Hadden,M,100,0,50,50
Halei,F,100,50,0,50
Hammad,M,100,0,50,50
Harjot,M,64,18,32,50
Harvest,F,52,26,24,50
Husna,F,100,50,0,50
Ivone,F,100,50,0,50
Iyona,F,100,50,0,50
Jachin,M,100,0,50,50
Jacquan,M,100,0,50,50
Jaivion,M,100,0,50,50
Jamariah,F,100,50,0,50
Jenita,F,100,50,0,50
Jerami,M,88,6,44,50
Jerek,M,100,0,50,50
Jessup,M,100,0,50,50
Jisselle,F,100,50,0,50
Joei,F,100,50,0,50
Johnmark,M,100,0,50,50
Johnrobert,M,100,0,50,50
Joon,M,90,5,45,50
Justyne,F,100,50,0,50
Kadan,M,100,0,50,50
Kadience,F,100,50,0,50
Kalianna,F,100,50,0,50
Kamyia,F,100,50,0,50
Kaprice,F,100,50,0,50
Kariyah,F,100,50,0,50
Kartier,M,90,5,45,50
Karver,M,100,0,50,50
Kayliegh,F,100,50,0,50
Kendalynn,F,100,50,0,50
Kenon,M,100,0,50,50
Kern,M,100,0,50,50
Khaden,M,100,0,50,50
Ki,M,76,12,38,50
Kierstan,F,100,50,0,50
Kregg,M,100,0,50,50
Krissie,F,100,50,0,50
Krystiana,F,100,50,0,50
Kurstin,F,100,50,0,50
Kyonna,F,100,50,0,50
Lacrisha,F,100,50,0,50
Lakelynn,F,100,50,0,50
Lamaria,F,100,50,0,50
Lancelot,M,100,0,50,50
Lasalle,M,100,0,50,50
Lasondra,F,100,50,0,50
Lavena,F,100,50,0,50
Lerin,F,84,42,8,50
Leydi,F,100,50,0,50
Lonni,F,100,50,0,50
Ltanya,F,100,50,0,50
Maddyx,M,66,17,33,50
Maggy,F,100,50,0,50
Mahathi,F,100,50,0,50
Makell,M,70,15,35,50
Makynna,F,100,50,0,50
Makynzi,F,100,50,0,50
Marella,F,100,50,0,50
Martinique,F,100,50,0,50
Marycarmen,F,100,50,0,50
Maryella,F,100,50,0,50
Marysa,F,100,50,0,50
Mavrik,M,100,0,50,50
Mili,F,100,50,0,50
Mir,M,100,0,50,50
Mizael,M,100,0,50,50
Mouhamadou,M,100,0,50,50
Naftoli,M,100,0,50,50
Naheem,M,100,0,50,50
Nancye,F,100,50,0,50
Natoshia,F,100,50,0,50
Neftaly,M,84,8,42,50
Nekisha,F,100,50,0,50
Nicolasa,F,100,50,0,50
Norm,M,100,0,50,50
Nou,F,86,43,7,50
Nunzio,M,100,0,50,50
Oceanna,F,100,50,0,50
Paco,M,100,0,50,50
Patrisia,F,100,50,0,50
Perl,F,100,50,0,50
Phi,M,88,6,44,50
Pria,F,100,50,0,50
Promyse,F,100,50,0,50
Quintus,M,100,0,50,50
Quyen,F,100,50,0,50
Ralpheal,M,100,0,50,50
Rashed,M,100,0,50,50
Raylie,F,100,50,0,50
Renie,F,100,50,0,50
Rhyleigh,F,100,50,0,50
Riah,F,100,50,0,50
Robina,F,100,50,0,50
Romain,M,100,0,50,50
Ronelle,F,100,50,0,50
Roza,F,100,50,0,50
Rozella,F,100,50,0,50
Rylann,F,82,41,9,50
Sabas,M,100,0,50,50
Samanatha,F,100,50,0,50
Sani,F,84,42,8,50
Saralee,F,100,50,0,50
Sarayah,F,100,50,0,50
Seerat,F,100,50,0,50
Shaneice,F,100,50,0,50
Sherrilyn,F,100,50,0,50
Simrah,F,100,50,0,50
Suhayla,F,100,50,0,50
Tabias,M,100,0,50,50
Tacey,F,100,50,0,50
Taiden,M,100,0,50,50
Talulah,F,100,50,0,50
Teneisha,F,100,50,0,50
Teran,M,58,21,29,50
Toribio,M,100,0,50,50
Toure,M,100,0,50,50
Treyshawn,M,100,0,50,50
Tunisia,F,100,50,0,50
Vashawn,M,100,0,50,50
Venise,F,100,50,0,50
Verl,M,100,0,50,50
Vidya,F,100,50,0,50
Yohannes,M,100,0,50,50
Zakayla,F,100,50,0,50
Zarion,M,100,0,50,50
Zaven,M,100,0,50,50
Zoria,F,100,50,0,50
Zunairah,F,100,50,0,50
Zyaira,F,100,50,0,50
Zyria,F,100,50,0,50
Adelin,F,100,49,0,49
Adessa,F,100,49,0,49
Adhrit,M,100,0,49,49
Adiana,F,100,49,0,49
Aerilyn,F,100,49,0,49
Aiya,F,100,49,0,49
Albaro,M,100,0,49,49
Ambika,F,100,49,0,49
Amias,M,100,0,49,49
Anah,F,100,49,0,49
Anarosa,F,100,49,0,49
Anesia,F,100,49,0,49
Annel,F,100,49,0,49
Anouk,F,100,49,0,49
Antoino,M,100,0,49,49
Aracelli,F,100,49,0,49
Ariauna,F,100,49,0,49
Aryssa,F,100,49,0,49
Asaad,M,100,0,49,49
Ashtynn,F,100,49,0,49
Aubreyana,F,100,49,0,49
Avonna,F,100,49,0,49
Azan,M,100,0,49,49
Bahar,F,100,49,0,49
Basia,F,100,49,0,49
Blessin,F,100,49,0,49
Bradin,M,100,0,49,49
Burnice,M,69,15,34,49
Callyn,F,100,49,0,49
Carrisa,F,100,49,0,49
Casidy,F,100,49,0,49
Caylah,F,100,49,0,49
Ceola,F,100,49,0,49
Christophor,M,100,0,49,49
Cristino,M,100,0,49,49
Dabney,F,90,44,5,49
Dajia,F,100,49,0,49
Dearl,M,100,0,49,49
Deeanne,F,100,49,0,49
Deija,F,100,49,0,49
Deno,M,100,0,49,49
Detric,M,100,0,49,49
Dezerae,F,100,49,0,49
Dezi,M,59,20,29,49
Dorethea,F,100,49,0,49
Dorianne,F,100,49,0,49
Dwanna,F,100,49,0,49
Eiliyah,F,100,49,0,49
Eliany,F,100,49,0,49
Elienai,F,100,49,0,49
Elycia,F,100,49,0,49
Emrey,F,78,38,11,49
Enna,F,100,49,0,49
Erian,F,57,28,21,49
Genette,F,100,49,0,49
Ha,F,86,42,7,49
Hailei,F,100,49,0,49
Harish,M,100,0,49,49
Haseeb,M,100,0,49,49
Heiress,F,100,49,0,49
Hermilo,M,100,0,49,49
Hosie,M,100,0,49,49
Hutch,M,100,0,49,49
Ikeem,M,100,0,49,49
Ismaeel,M,100,0,49,49
Jadine,F,100,49,0,49
Jahkai,M,100,0,49,49
Jaion,M,100,0,49,49
Jaiquan,M,100,0,49,49
Jaira,F,100,49,0,49
Jaire,M,100,0,49,49
Jakaden,M,100,0,49,49
Jakhia,F,100,49,0,49
Jaley,F,100,49,0,49
Jamilia,F,100,49,0,49
Jamine,F,69,34,15,49
Jaquavius,M,100,0,49,49
Jarold,M,100,0,49,49
Jasma,F,100,49,0,49
Jaylean,F,100,49,0,49
Jazalyn,F,100,49,0,49
Jhase,M,100,0,49,49
Jordany,M,100,0,49,49
Jozelyn,F,100,49,0,49
Juliene,F,100,49,0,49
Justan,M,100,0,49,49
Kaj,M,100,0,49,49
Kalene,F,100,49,0,49
Karianna,F,100,49,0,49
Kasra,M,100,0,49,49
Katielynn,F,100,49,0,49
Katrinka,F,100,49,0,49
Kawanna,F,100,49,0,49
Kayler,M,53,23,26,49
Kealey,F,100,49,0,49
Keauna,F,100,49,0,49
Kennieth,M,100,0,49,49
Khyri,M,100,0,49,49
Kiahna,F,100,49,0,49
Kiante,M,51,24,25,49
Kimbley,F,100,49,0,49
Kristia,F,100,49,0,49
Kylyn,F,78,38,11,49
Kynsleigh,F,100,49,0,49
Laddie,M,100,0,49,49
Ladora,F,100,49,0,49
Laelah,F,100,49,0,49
Latresha,F,100,49,0,49
Laurita,F,100,49,0,49
Laveta,F,100,49,0,49
Laylanie,F,100,49,0,49
Leiloni,F,100,49,0,49
Lequita,F,100,49,0,49
Lilybeth,F,100,49,0,49
Lilyrose,F,100,49,0,49
Loan,F,100,49,0,49
Lylian,F,100,49,0,49
Lyndall,M,63,18,31,49
Madilyne,F,100,49,0,49
Majestic,F,65,32,17,49
Makisha,F,100,49,0,49
Manuella,F,100,49,0,49
Marche,F,100,49,0,49
Mariadelcarmen,F,100,49,0,49
Marlissa,F,100,49,0,49
Marybelle,F,100,49,0,49
Maurica,F,100,49,0,49
Mellany,F,100,49,0,49
Memorie,F,100,49,0,49
Merek,M,100,0,49,49
Merrily,F,100,49,0,49
Mery,F,100,49,0,49
Miaya,F,100,49,0,49
Mikaya,F,100,49,0,49
Milee,F,100,49,0,49
Milica,F,100,49,0,49
Mio,F,90,44,5,49
Mousa,M,100,0,49,49
Naidelyn,F,100,49,0,49
Nhu,F,100,49,0,49
Nira,F,100,49,0,49
Olajuwon,M,100,0,49,49
Orpha,F,100,49,0,49
Orren,M,100,0,49,49
Prachi,F,100,49,0,49
Quinnlyn,F,100,49,0,49
Rayetta,F,100,49,0,49
Reginold,M,100,0,49,49
Renwick,M,100,0,49,49
Rhyann,F,100,49,0,49
Rielyn,F,90,44,5,49
Riggins,M,100,0,49,49
Riyah,F,100,49,0,49
Rmani,F,61,30,19,49
Robertson,M,100,0,49,49
Roselee,F,100,49,0,49
Saina,F,100,49,0,49
Sajid,M,100,0,49,49
Saloni,F,100,49,0,49
Saman,M,73,13,36,49
Samarra,F,100,49,0,49
Savian,M,100,0,49,49
Shakim,M,100,0,49,49
Shama,F,100,49,0,49
Shawan,F,80,39,10,49
Sheliah,F,100,49,0,49
Shelina,F,100,49,0,49
Shequita,F,100,49,0,49
Sherrice,F,100,49,0,49
Shone,M,84,8,41,49
Siegfried,M,100,0,49,49
Starlynn,F,100,49,0,49
Sulayman,M,100,0,49,49
Summit,M,100,0,49,49
Symon,M,100,0,49,49
Tanyla,F,100,49,0,49
Tashanna,F,100,49,0,49
Tayvin,M,100,0,49,49
Tequan,M,100,0,49,49
Tere,F,100,49,0,49
Theia,F,100,49,0,49
Tifanie,F,100,49,0,49
Travers,M,100,0,49,49
Tresia,F,100,49,0,49
Vallorie,F,100,49,0,49
